,Recipe,step-1,trange-1,step-2,trange-2,step-3,trange-3,step-4,trange-4,step-5,trange-5,step-6,trange-6,step-7,trange-7,step-8,trange-8,step-9,trange-9,step-10,trange-10,step-11,trange-11,step-12,trange-12,step-13,trange-13,step-14,trange-14,step-15,trange-15,step-16,trange-16,step-17,trange-17,step-18,trange-18,step-19,trange-19,step-20,trange-20,step-21,trange-21,step-22,trange-22,step-23,trange-23,step-24,trange-24,step-25,trange-25,step-26,trange-26,step-27,trange-27,step-28,trange-28,step-29,trange-29,step-30,trange-30,step-31,trange-31,step-32,trange-32,step-33,trange-33,step-34,trange-34,step-35,trange-35,step-36,trange-36,step-37,trange-37,step-38,trange-38,step-39,trange-39,step-40,trange-40,step-41,trange-41,step-42,trange-42,step-43,trange-43,step-44,trange-44,step-45,trange-45,step-46,trange-46,step-47,trange-47,step-48,trange-48,step-49,trange-49,step-50,trange-50,step-51,trange-51,step-52,trange-52
28,3-ingredient-chocolate-and-peanut-butter-fudge,"in a medium bowl, combine chocolate chips and condensed milk.","21,48",microwave for 1 minute and mix together until smooth.,"49,87",lay a piece of parchment paper over a 9 x 9-inch (23 x 23cm) baking dish.,"88,98","transfer chocolate mix to baking dish, spread evenly.","99,120",refrigerate for 10 minutes.,"121,126",spread peanut butter evenly over the top of the cooled fudge.,"127,151",refrigerate for 2 additional hours.,"152,158",carefully cut into squares,"159,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3-ingredient-chocolate-avocado-smoothie,"add avocado, banana, and chocolate milk to blender and blend until smooth.","1,70","pour into a glass, and enjoy!","71,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3-ingredient-chocolate-cereal-treats,prepare a square glass baking dish with cooking spray.,"90,98",melt marshmallows over medium heat in a nonstick pan.,"21,36",stir every 30 seconds to avoid burning.,"37,52",(spray your spatula with nonstick cooking spray to make stirring easier.),"-1,-1","once the marshmallows are melted, add in the rice cereal and chocolates.","53,70",stir until fully combined.,"71,89",stir until fully combined.,"-1,-1",scoop the mixture into the sprayed baking dish and flatten with a spatula.,"99,110","cool for 30 minutes, then cut into squares.","111,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3-ingredient-chocolate-strawberry-braid,preheat oven to 400ºf (200ºc).,"-1,-1","in a small bowl, melt the chocolate chips.","-1,-1",cut puff pastry in half.,"-1,-1","cut slits 1 inch (2 ½ cm) apart on both ends of the pastry, leaving the middle section untouched.","24,40",spread half of the chocolate spread and sliced strawberries on the center third.,"41,59","starting at one end, fold the pastry strips over the chocolate/strawberry mixture, alternating sides until mixture is completely covered.","60,79",repeat for second half of puff pastry.,"80,90",bake for 12-15 minutes.,"91,97",let cool for 5 minutes.,"98,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3-ingredient-cookie-butter-cakes,preheat oven to 350˚f (175˚c),"-1,-1",empty half of cookie butter into a microwave safe bowl.,"1,38","microwave for 50 seconds, stirring halfway.","39,75",set aside to cool while you prepare the egg mixture.,"76,106",in a large mixing bowl add sugar and 5 eggs.,"107,143","beat with an electric mixer on high for 6 to 8 minutes, until tripled in size.","144,162","with a rubber spoon, fold some of the egg mixture into the slightly cooled cookie butter.","163,180",gradually fold the cookie butter mixture back into the remaining egg mixture (this will help prevent the eggs from deflating) until fully incorporated.,"181,197",pour batter into a greased 12-cup muffin tin.,"201,228",bake in preheated oven for 15 minutes.,"229,238","remove from oven, loosen the edges of each cake with a knife - invert the pan onto a wire rack.","239,279",melt additional cookie butter to drizzle on top.,"280,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3-ingredient-cookies-ice-cream-pie,place cookies in a gallon sized plastic bag and hit with a rolling pin or pan until crushed.,"24,57",pat the cookie crumbs into the bottom of a 9” pie dish.,"58,84",spread the softened ice cream on top and smooth out.,"85,119",drizzle the top with melted chocolate.,"120,154","freeze for 4 hours, or until the ice cream is hardened.","155,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3-ingredient-cookies-n-cream-ice-cream,separate cookies and cream filling into two different bowls.,"24,53",pour the cookies into a plastic bag and smash with a rolling pin until they are crumbs.,"54,75","combine crumbs and condensed milk in a bowl, mix together and set aside.","76,129","in a large bowl, whip your heavy cream with a hand mixer until stiff peaks form.","130,150",fold the cookie mix into the whipped cream and transfer to a deep baking dish.,"151,211",top with additional cookie crumbs and cream.,"212,232",freeze for 4 hours.,"233,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3-ingredient-creme-brulee,preheat the oven to 325˚f (160˚c).,"-1,-1",scoop the ice cream in a microwave-safe bowl.,"52,62",microwave the ice cream for 30 to 40 seconds or until completely melted.,"63,75",allow to cool for 5 minutes.,"76,103",add the egg yolk into the melted ice cream and whisk well.,"104,129",pour the mixture into a ramekin.,"130,143",place the ramekin in a pan.,"144,153",pour hot water into the pan to come roughly halfway up the sides of the ramekin.,"159,167",bake for 40-50 minutes.,"168,182","the crème brûlée should be set, but still a little jiggly in the middle.","183,188","remove the ramekins from the roasting pan, allow to cool to room temperature, cover with plastic wrap and refrigerate for at least 2 hours, and up to 3 days.","-1,-1",remove the crème brûlée from the refrigerator for at least 30 minutes before browning the sugar on top.,"-1,-1",sprinkle a tablespoon of sugar on top of each crème brûlée.,"189,224","using a torch, melt the sugar to for a crispy top.","-1,-1","if you don’t have a torch, you can broil the crème brûlée to melt the sugar.","225,242","keep an eye on it, to make sure you don’t over cook it.","243,244",allow the crème brûlée to sit for at least 5 minutes before serving.,"245,249",you can also make various flavor by using different ice cream flavors.,"276,336","if you are using flavored ice cream, use 1 egg instead of 1 yolk.","-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3-ingredient-dark-chocolate-truffles,chop dark chocolate into a bowl.,"1,8","microwave in 15-second intervals, until fully melted.","9,24",slowly fold in greek yogurt until thoroughly combined.,"25,72","chill in the refrigerator for 15-20 minutes, until mixture is solid but still formable.","73,82","using a tablespoon, scoop the mixture and use palms to form and roll into balls.","83,119",roll truffles into your favorite toppings.,"120,152","for sprinkles, chopped nuts, and shredded coconut: first dip truffles into melted chocolate for best results.","153,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3-ingredient-flourless-chocolate-blueberry-banana-muffins,preheat oven to 350°f (180°c).,"-1,-1","in a bowl, mash the bananas with a fork.","1,39",add nut butter and mix until combined.,"40,94",divide the batter into two bowls.,"95,125",add cocoa powder to one bowl of batter and mix well.,"126,172",add the blueberries to the other bowl of batter and mix well.,"173,216",add the batter to a muffin tin.,"217,271",bake for 18-20 minutes.,"272,282",let muffins cool.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3-ingredient-hazelnut-brownies,preheat oven to 350ºf (175ºc).,"-1,-1","in a large bowl, combine ingredients.","19,61",transfer mix to square baking dish.,"62,96",bake for 15 minutes.,"97,102",allow to cool for 5 minutes and then carefully cut into squares.,"103,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3-ingredient-mac-cheese,"in a large pot, bring the milk to a boil.","30,57","add the pasta and stir constantly until the pasta is cooked, about 10 minutes.","58,84","turn off the heat, then add the cheddar.","85,91",stir until the cheese is melted and the pasta is evenly coated.,"92,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3-ingredient-mango-sorbet,cut mangoes into ½-inch (1.3 cm) cubes and put on baking sheet.,"1,110",cover and freeze for a minimum of 4 hours.,"111,156","in a food processor, add the frozen mango, water, and honey.","157,196",mix until the mixture is smooth.,"197,230",remove from food processor and scoop into tray.,"231,292",freeze for one additional hour.,"293,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3-ingredient-pancakes,"in a bowl, mash the banana with a fork.","1,27",add eggs and cinnamon.,"28,46",mix until combined.,"47,72",heat a nonstick skillet over medium heat.,"-1,-1","add a spoonful of batter and cook for 3-4 minutes, then flip and cook for an additional 3-4 minutes.","73,107",serve with maple syrup or honey.,"108,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3-ingredient-peanut-butter-cereal-bites,put 1 part peanut butter and 1 part honey in a bowl.,"1,32",microwave for about a minute.,"33,76",stir until combined.,"77,90",add 3-4 parts cereal.,"91,106",stir.,"107,116",scoop into bit size pieces and place on wax paper to cool.,"117,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3-ingredient-peanut-butter-cookies,preheat oven to 350ºf (180ºc).,"-1,-1","in a large bowl, mix together the peanut butter, sugar, and egg.","1,36",scoop out a spoonful of dough and roll it into a ball.,"37,95",place the cookie balls onto a nonstick baking sheet.,"96,105","for extra decoration and to make them cook more evenly, flatten the cookie balls by pressing a fork down on top of them, then press it down again at a 90º angle to make a criss-cross pattern.","106,173",bake for 8-10 minutes or until the bottom of the cookies are golden brown.,"174,187",remove from baking sheet and cool.,"188,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3-ingredient-peanut-butter-cups,prepare a cupcake tin with 6 liners.,"-1,-1",stir peanut butter and powdered sugar together until smooth.,"24,65",spread 1 to 2 tablespoons of chocolate in the bottom of each cupcake liner.,"66,87",dollop 1 to 2 teaspoons of the peanut butter mixture on top of the chocolate.,"88,110",cover each dollop of peanut butter with more chocolate and smooth out the top.,"111,122",refrigerate for 1 hour or until chocolate has hardened.,"123,130",remove peanut butter cups from the liners.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3-ingredient-strawberry-icebox-cake,spread a thin layer of whipped cream in a square glass baking dish.,"22,36","layer graham crackers on top, then cover with a layer of whipped cream.","37,51","sprinkle ⅓ of the strawberries on top, then layer with cream again.","52,66",repeat steps 2 and 3 until no more ingredients remain.,"67,94",(the top layer should be strawberries and should not be covered with cream.),"95,107",refrigerate for at least 3 hours.,"108,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3-ingredient-teriyaki-chicken,"sear the chicken thighs evenly in a pan, then flip.","31,75","add the soy sauce and brown sugar, stirring and bringing to a boil.","76,92",stir until the sauce has reduced and evenly glazes the chicken.,"93,147","serve with rice, if desired!","148,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3-way-party-fajitas-kebab,slice the skirt steak into roughly 3-inch (7-cm) pieces.,"38,75",transfer the pieces to a medium bowl.,"-1,-1","thinly slice the pork shoulder, then transfer the pieces to a separate medium bowl.","76,101","pound the chicken thighs flat, then slice them in quarters.","102,136",transfer the pieces to a third medium bowl.,"-1,-1","in a small bowl, combine 2 tablespoons salt, 1 tablespoon pepper, paprika, chili powder, cumin, garlic, and lime juice.","137,182",stir until there are no lumps.,"183,197","evenly divide the marinade among the 3 bowls of chicken, steak, and pork.","198,225","toss the meats until they are evenly coated, then refrigerate for at least 30 minutes.","226,294",preheat the oven to 300°f (150°c).,"-1,-1",line a baking sheet with parchment paper.,"-1,-1","place 3 onion halves in the middle of the baking sheet, then insert a skewer in each onion, evenly spaced, near the inner edges.","295,326","thread a piece of chicken onto one skewer, then a piece of steak onto the second, followed by a piece of pork onto the third.","327,354",repeat with the rest of the meat.,"355,363",secure another onion half onto the tops of the skewers to hold the towers together.,"365,378","bake for about 1½ hours, until the meat is slightly brown on the edges.","379,387",increase the oven temperature to 450°f (230°c).,"-1,-1","on one side of the baking sheet, toss the bell peppers and sliced onion with the remaining ½ tablespoon of salt, remaining ½ tablespoon of pepper, and the oil.","408,461","on the other side of the baking sheet, spread out the tortillas.","462,480",cover the tortilla side with foil.,"481,496","bake for 15 minutes, until the edges of the meat and the vegetables are slightly charred.","497,505","slice your meat of choice into a tortilla, add vegetables, and top with guacamole, sour cream, pico de gallo, and a squeeze of lime.","-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,30-minute-pizza-party-boats,preheat the oven to 450°f (230°c).,"-1,-1",line a baking sheet with parchment paper.,"-1,-1",place the loaves of bread cut-side up on the prepared baking sheet.,"19,34","in a small bowl, combine the the olive oil, garlic powder, salt, and pepper.","35,73",brush over the bread.,"74,100","bake for 10 minutes, or until the bread is golden brown and dried out.","101,109",top the bread with the toppings of your choice.,"-1,-1",you can mix and match any flavor combinations you prefer!,"-1,-1","for meat lovers pizza, add marinara sauce, mozzarella, mozzarella, pepperoni, sausage, ham, and bacon.","116,192","for alfredo veggie pizza, add alfredo sauce, spinach, artichokes, mushrooms, parmesan, and sun-dried tomatoes.","193,268","for barbecue chicken pizza, add barbecue sauce, chicken, pepper jack, bell pepper, and red onion.","269,325","for prosciutto pesto pizza, add pesto, prosciutto, roasted red pepper, parmesan, eggs, and pepper.","326,414","bake the pizza party boats for 15 minutes, or until the ingredients are heated through and the cheese is fully melted.","415,423",slice and serve!,"424,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
